开始时间,持续时间,事件大类,事件类别,内容类型,事件内容,备注,Tag,状态
2017-08-16 15:00,90,未分类,睡觉,未分类,,,,已完成
2017-08-16 16:30,120,未分类,学习,未分类,,,,已完成
2017-08-16 18:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-16 19:00,60,未分类,娱乐,未分类,,,,已完成
2017-08-16 20:00,60,未分类,学习,未分类,,,,已完成
2017-08-16 21:00,30,未分类,娱乐,未分类,,,,已完成
2017-08-16 21:30,90,未分类,学习,未分类,,,,已完成
2017-08-16 23:00,30,未分类,杂事,未分类,洗澡,,,已完成
2017-08-16 23:30,30,未分类,运动,未分类,,,,已完成
2017-08-17 00:00,30,未分类,阅读,未分类,,,,已完成
2017-08-17 00:30,360,未分类,睡觉,未分类,,,,已完成
2017-08-17 06:30,120,未分类,运动,未分类,,,,已完成
2017-08-17 08:30,30,未分类,学习,未分类,,,,已完成
2017-08-17 09:00,180,未分类,娱乐,未分类,,,,已完成
2017-08-17 12:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-17 12:30,90,未分类,睡觉,未分类,,,,已完成
2017-08-17 14:00,120,未分类,学习,未分类,,,,已完成
2017-08-17 16:00,30,未分类,娱乐,未分类,,,,已完成
2017-08-17 16:30,60,未分类,学习,未分类,,,,已完成
2017-08-17 17:30,30,未分类,娱乐,未分类,,,,已完成
2017-08-17 18:00,30,未分类,工作,未分类,,,,已完成
2017-08-17 18:30,120,未分类,学习,未分类,,,,已完成
2017-08-17 20:30,30,未分类,运动,未分类,,,,已完成
2017-08-17 21:00,60,未分类,学习,未分类,,,,已完成
2017-08-17 22:00,30,未分类,娱乐,未分类,,,,已完成
2017-08-17 22:30,60,未分类,学习,未分类,,,,已完成
2017-08-17 23:30,60,未分类,阅读,未分类,,,,已完成
2017-08-18 00:30,420,未分类,睡觉,未分类,,,,已完成
2017-08-18 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-18 08:00,30,未分类,娱乐,未分类,,,,已完成
2017-08-18 08:30,180,未分类,学习,未分类,,,,已完成
2017-08-18 11:30,120,未分类,运动,未分类,,,,已完成
2017-08-18 13:30,120,未分类,学习,未分类,,,,已完成
2017-08-18 15:30,30,未分类,阅读,未分类,,,,已完成
2017-08-18 16:00,60,未分类,睡觉,未分类,,,,已完成
2017-08-18 17:00,60,未分类,娱乐,未分类,,,,已完成
2017-08-18 18:00,150,未分类,学习,未分类,,,,已完成
2017-08-18 20:30,60,未分类,娱乐,未分类,,,,已完成
2017-08-18 21:30,90,未分类,学习,未分类,,,,已完成
2017-08-18 23:00,30,未分类,杂事,未分类,洗澡,,,已完成
2017-08-18 23:30,30,未分类,运动,未分类,,,,已完成
2017-08-19 00:00,30,未分类,阅读,未分类,,,,已完成
2017-08-19 00:30,360,未分类,睡觉,未分类,,,,已完成
2017-08-19 06:30,120,未分类,运动,未分类,,,,已完成
2017-08-19 08:30,60,未分类,学习,未分类,,,,已完成
2017-08-19 09:30,30,未分类,阅读,未分类,,,,已完成
2017-08-19 10:00,30,未分类,学习,未分类,,,,已完成
2017-08-19 10:30,30,未分类,阅读,未分类,,,,已完成
2017-08-19 11:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-19 11:30,30,未分类,睡觉,未分类,,,,已完成
2017-08-19 12:00,30,未分类,娱乐,未分类,,,,已完成
2017-08-19 12:30,60,未分类,学习,未分类,,,,已完成
2017-08-19 13:30,90,未分类,娱乐,未分类,,,,已完成
2017-08-19 15:00,90,未分类,学习,未分类,,,,已完成
2017-08-19 16:30,60,未分类,睡觉,未分类,,,,已完成
2017-08-19 17:30,30,未分类,学习,未分类,,,,已完成
2017-08-19 18:00,300,未分类,阅读,未分类,,,,已完成
2017-08-19 23:00,30,未分类,杂事,未分类,,,,已完成
2017-08-19 23:30,120,未分类,阅读,未分类,,,,已完成
2017-08-20 01:30,390,未分类,睡觉,未分类,,,,已完成
2017-08-20 08:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-20 08:30,180,未分类,学习,未分类,,,,已完成
2017-08-20 11:30,120,未分类,运动,未分类,,,,已完成
2017-08-20 13:30,180,未分类,工作,未分类,,,,已完成
2017-08-20 16:30,30,未分类,睡觉,未分类,,,,已完成
2017-08-20 17:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-20 17:30,180,未分类,娱乐,未分类,,,,已完成
2017-08-20 20:30,150,未分类,工作,未分类,,,,已完成
2017-08-20 23:00,30,未分类,运动,未分类,,,,已完成
2017-08-20 23:30,30,未分类,杂事,未分类,洗澡,,,已完成
2017-08-21 00:00,450,未分类,睡觉,未分类,,,,已完成
2017-08-21 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-21 08:00,60,未分类,学习,未分类,,,,已完成
2017-08-21 09:00,30,未分类,娱乐,未分类,,,,已完成
2017-08-21 09:30,150,未分类,学习,未分类,,,,已完成
2017-08-21 12:00,90,未分类,运动,未分类,,,,已完成
2017-08-21 13:30,300,未分类,学习,未分类,,,,已完成
2017-08-21 18:30,90,未分类,睡觉,未分类,,,,已完成
2017-08-21 20:00,120,未分类,学习,未分类,,,,已完成
2017-08-21 22:00,60,未分类,娱乐,未分类,,,,已完成
2017-08-21 23:00,30,未分类,杂事,未分类,,,,已完成
2017-08-21 23:30,60,未分类,运动,未分类,,,,已完成
2017-08-22 00:30,360,未分类,睡觉,未分类,,,,已完成
2017-08-22 06:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-22 07:00,60,未分类,学习,未分类,,,,已完成
2017-08-22 08:00,120,未分类,睡觉,未分类,,,,已完成
2017-08-22 10:00,60,未分类,娱乐,未分类,,,,已完成
2017-08-22 11:00,180,未分类,学习,未分类,,,,已完成
2017-08-22 14:00,60,未分类,睡觉,未分类,,,,已完成
2017-08-22 15:00,60,未分类,学习,未分类,,,,已完成
2017-08-22 16:00,60,未分类,睡觉,未分类,,,,已完成
2017-08-22 17:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-22 17:30,30,未分类,学习,未分类,,,,已完成
2017-08-22 18:00,90,未分类,运动,未分类,,,,已完成
2017-08-22 19:30,90,未分类,浪费了,未分类,,,,已完成
2017-08-22 21:00,90,未分类,娱乐,未分类,,,,已完成
2017-08-22 22:30,60,未分类,学习,未分类,,,,已完成
2017-08-22 23:30,30,未分类,杂事,未分类,洗澡,,,已完成
2017-08-23 00:00,60,未分类,学习,未分类,,,,已完成
2017-08-23 01:00,420,未分类,睡觉,未分类,,,,已完成
2017-08-23 08:00,270,未分类,学习,未分类,,,,已完成
2017-08-23 12:30,120,未分类,运动,未分类,,,,已完成
2017-08-23 14:30,60,未分类,杂事,未分类,,,,已完成
2017-08-23 15:30,150,未分类,工作,未分类,,,,已完成
2017-08-23 18:00,60,未分类,学习,未分类,,,,已完成
2017-08-23 19:00,60,未分类,娱乐,未分类,,,,已完成
2017-08-23 20:00,240,未分类,学习,未分类,,,,已完成
2017-08-24 00:00,30,未分类,娱乐,未分类,,,,已完成
2017-08-24 00:30,60,未分类,学习,未分类,,,,已完成
2017-08-24 01:30,30,未分类,娱乐,未分类,,,,已完成
2017-08-24 02:00,30,未分类,学习,未分类,,,,已完成
2017-08-24 02:30,360,未分类,睡觉,未分类,,,,已完成
2017-08-24 08:30,150,未分类,学习,未分类,,,,已完成
2017-08-24 11:00,60,未分类,睡觉,未分类,,,,已完成
2017-08-24 12:00,240,未分类,学习,未分类,,,,已完成
2017-08-24 16:00,30,未分类,娱乐,未分类,,,,已完成
2017-08-24 16:30,90,未分类,学习,未分类,,,,已完成
2017-08-24 18:00,60,未分类,杂事,未分类,,,,已完成
2017-08-24 19:00,210,未分类,学习,未分类,,,,已完成
2017-08-24 22:30,30,未分类,娱乐,未分类,,,,已完成
2017-08-24 23:00,60,未分类,杂事,未分类,,,,已完成
2017-08-25 00:00,30,未分类,学习,未分类,,,,已完成
2017-08-25 00:30,360,未分类,睡觉,未分类,,,,已完成
2017-08-25 06:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-25 07:00,300,未分类,工作,未分类,,,,已完成
2017-08-25 12:00,60,未分类,睡觉,未分类,,,,已完成
2017-08-25 13:00,210,未分类,工作,未分类,,,,已完成
2017-08-25 16:30,90,未分类,娱乐,未分类,,,,已完成
2017-08-25 18:00,120,未分类,睡觉,未分类,,,,已完成
2017-08-25 20:00,330,未分类,娱乐,未分类,,,,已完成
2017-08-26 01:30,390,未分类,睡觉,未分类,,,,已完成
2017-08-26 08:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-26 08:30,540,未分类,学习,未分类,,,,已完成
2017-08-26 17:30,480,未分类,娱乐,未分类,,,,已完成
2017-08-27 01:30,390,未分类,睡觉,未分类,,,,已完成
2017-08-27 08:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-27 08:30,690,未分类,学习,未分类,,,,已完成
2017-08-27 20:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-27 20:30,300,未分类,娱乐,未分类,看电影,,,已完成
2017-08-28 01:30,360,未分类,睡觉,未分类,,,,已完成
2017-08-28 07:30,60,未分类,杂事,未分类,吃饭,,,已完成
2017-08-28 08:30,540,未分类,学习,未分类,,,,已完成
2017-08-28 17:30,90,未分类,杂事,未分类,,,,已完成
2017-08-28 19:00,300,未分类,娱乐,未分类,,,,已完成
2017-08-29 00:00,60,未分类,学习,未分类,,,,已完成
2017-08-29 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-08-29 07:30,60,未分类,杂事,未分类,,,,已完成
2017-08-29 08:30,570,未分类,学习,未分类,,,,已完成
2017-08-29 18:00,270,未分类,娱乐,未分类,,,,已完成
2017-08-29 22:30,120,未分类,学习,未分类,,,,已完成
2017-08-30 00:30,30,未分类,杂事,未分类,洗澡,,,已完成
2017-08-30 01:00,420,未分类,睡觉,未分类,,,,已完成
2017-08-30 08:00,30,未分类,杂事,未分类,,,,已完成
2017-08-30 08:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-08-30 09:00,540,未分类,学习,未分类,,,,已完成
2017-08-30 18:00,60,未分类,杂事,未分类,,,,已完成
2017-08-30 19:00,30,未分类,学习,未分类,,,,已完成
2017-08-30 19:30,90,未分类,杂事,未分类,,,,已完成
2017-08-30 21:00,360,未分类,学习,未分类,,,,已完成
2017-08-31 03:00,150,未分类,杂事,未分类,,,,已完成
2017-08-31 05:30,360,未分类,睡觉,未分类,,,,已完成
2017-08-31 11:30,150,未分类,学习,未分类,,,,已完成
2017-08-31 14:00,120,未分类,睡觉,未分类,,,,已完成
2017-08-31 16:00,120,未分类,工作,未分类,,,,已完成
2017-08-31 18:00,330,未分类,学习,未分类,,,,已完成
2017-08-31 23:30,90,未分类,杂事,未分类,,,,已完成
2017-09-01 01:00,450,未分类,睡觉,未分类,,,,已完成
2017-09-01 08:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-01 09:00,150,未分类,学习,未分类,,,,已完成
2017-09-01 11:30,30,未分类,工作,未分类,,,,已完成
2017-09-01 12:00,120,未分类,运动,未分类,,,,已完成
2017-09-01 14:00,270,未分类,学习,未分类,,,,已完成
2017-09-01 18:30,30,未分类,娱乐,未分类,,,,已完成
2017-09-01 19:00,60,未分类,睡觉,未分类,,,,已完成
2017-09-01 20:00,60,未分类,工作,未分类,,,,已完成
2017-09-01 21:00,120,未分类,娱乐,未分类,,,,已完成
2017-09-01 23:00,30,未分类,杂事,未分类,洗澡,,,已完成
2017-09-01 23:30,30,未分类,运动,未分类,,,,已完成
2017-09-02 00:00,30,未分类,阅读,未分类,,,,已完成
2017-09-02 00:30,420,未分类,睡觉,未分类,,,,已完成
2017-09-02 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-02 08:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-02 09:00,60,未分类,学习,未分类,,,,已完成
2017-09-02 10:00,60,未分类,睡觉,未分类,,,,已完成
2017-09-02 11:00,30,未分类,学习,未分类,,,,已完成
2017-09-02 11:30,60,未分类,浪费了,未分类,,,,已完成
2017-09-02 12:30,300,未分类,学习,未分类,,,,已完成
2017-09-02 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-02 18:00,300,未分类,娱乐,未分类,,,,已完成
2017-09-02 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-02 23:30,30,未分类,运动,未分类,,,,已完成
2017-09-03 00:00,480,未分类,睡觉,未分类,,,,已完成
2017-09-03 08:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-03 08:30,180,未分类,学习,未分类,,,,已完成
2017-09-03 11:30,90,未分类,运动,未分类,,,,已完成
2017-09-03 13:00,270,未分类,学习,未分类,,,,已完成
2017-09-03 17:30,300,未分类,娱乐,未分类,,,,已完成
2017-09-03 22:30,30,未分类,工作,未分类,,,,已完成
2017-09-03 23:00,30,未分类,学习,未分类,,,,已完成
2017-09-03 23:30,30,未分类,运动,未分类,,,,已完成
2017-09-04 00:00,90,未分类,娱乐,未分类,,,,已完成
2017-09-04 01:30,390,未分类,睡觉,未分类,,,,已完成
2017-09-04 08:00,330,未分类,学习,未分类,,,,已完成
2017-09-04 13:30,60,未分类,睡觉,未分类,,,,已完成
2017-09-04 14:30,30,未分类,学习,未分类,,,,已完成
2017-09-04 15:00,90,未分类,运动,未分类,,,,已完成
2017-09-04 16:30,90,未分类,学习,未分类,,,,已完成
2017-09-04 18:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-04 18:30,270,未分类,学习,未分类,,,,已完成
2017-09-04 23:00,60,未分类,运动,未分类,,,,已完成
2017-09-05 00:00,30,未分类,杂事,未分类,洗澡,,,已完成
2017-09-05 00:30,30,未分类,浪费了,未分类,,,,已完成
2017-09-05 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-09-05 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-05 08:00,30,未分类,学习,未分类,,,,已完成
2017-09-05 08:30,60,未分类,娱乐,未分类,,,,已完成
2017-09-05 09:30,60,未分类,睡觉,未分类,,,,已完成
2017-09-05 10:30,30,未分类,学习,未分类,,,,已完成
2017-09-05 11:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-05 11:30,120,未分类,睡觉,未分类,,,,已完成
2017-09-05 13:30,270,未分类,学习,未分类,,,,已完成
2017-09-05 18:00,120,未分类,睡觉,未分类,,,,已完成
2017-09-05 20:00,180,未分类,学习,未分类,,,,已完成
2017-09-05 23:00,60,未分类,睡觉,未分类,,,,已完成
2017-09-06 00:00,120,未分类,学习,未分类,,,,已完成
2017-09-06 02:00,420,未分类,睡觉,未分类,,,,已完成
2017-09-06 09:00,180,未分类,学习,未分类,,,,已完成
2017-09-06 12:00,90,未分类,运动,未分类,,,,已完成
2017-09-06 13:30,210,未分类,工作,未分类,,,,已完成
2017-09-06 17:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-06 18:00,30,未分类,运动,未分类,,,,已完成
2017-09-06 18:30,30,未分类,睡觉,未分类,,,,已完成
2017-09-06 19:00,90,未分类,阅读,未分类,,,,已完成
2017-09-06 20:30,30,未分类,娱乐,未分类,,,,已完成
2017-09-06 21:00,60,未分类,阅读,未分类,,,,已完成
2017-09-06 22:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-06 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-06 23:30,30,未分类,运动,未分类,,,,已完成
2017-09-07 00:00,30,未分类,杂事,未分类,,,,已完成
2017-09-07 00:30,60,未分类,阅读,未分类,,,,已完成
2017-09-07 01:30,420,未分类,睡觉,未分类,,,,已完成
2017-09-07 08:30,30,未分类,学习,未分类,,,,已完成
2017-09-07 09:00,90,未分类,阅读,未分类,,,,已完成
2017-09-07 10:30,30,未分类,杂事,未分类,,,,已完成
2017-09-07 11:00,90,未分类,阅读,未分类,,,,已完成
2017-09-07 12:30,60,未分类,睡觉,未分类,,,,已完成
2017-09-07 13:30,60,未分类,学习,未分类,,,,已完成
2017-09-07 14:30,60,未分类,娱乐,未分类,,,,已完成
2017-09-07 15:30,120,未分类,阅读,未分类,,,,已完成
2017-09-07 17:30,60,未分类,娱乐,未分类,,,,已完成
2017-09-07 18:30,180,未分类,阅读,未分类,,,,已完成
2017-09-07 21:30,30,未分类,工作,未分类,,,,已完成
2017-09-07 22:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-07 23:00,60,未分类,工作,未分类,,,,已完成
2017-09-08 00:00,60,未分类,浪费了,未分类,,,,已完成
2017-09-08 01:00,30,未分类,阅读,未分类,,,,已完成
2017-09-08 01:30,420,未分类,睡觉,未分类,,,,已完成
2017-09-08 08:30,60,未分类,工作,未分类,,,,已完成
2017-09-08 09:30,90,未分类,学习,未分类,,,,已完成
2017-09-08 11:00,60,未分类,杂事,未分类,吃饭,,,已完成
2017-09-08 12:00,30,未分类,学习,未分类,,,,已完成
2017-09-08 12:30,90,未分类,运动,未分类,,,,已完成
2017-09-08 14:00,120,未分类,工作,未分类,,,,已完成
2017-09-08 16:00,60,未分类,阅读,未分类,,,,已完成
2017-09-08 17:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-08 17:30,150,未分类,阅读,未分类,,,,已完成
2017-09-08 20:00,60,未分类,睡觉,未分类,,,,已完成
2017-09-08 21:00,30,未分类,阅读,未分类,,,,已完成
2017-09-08 21:30,90,未分类,娱乐,未分类,,,,已完成
2017-09-08 23:00,90,未分类,杂事,未分类,,,,已完成
2017-09-09 00:30,90,未分类,阅读,未分类,,,,已完成
2017-09-09 02:00,330,未分类,睡觉,未分类,,,,已完成
2017-09-09 07:30,180,未分类,学习,未分类,,,,已完成
2017-09-09 10:30,30,未分类,娱乐,未分类,,,,已完成
2017-09-09 11:00,60,未分类,杂事,未分类,吃饭,,,已完成
2017-09-09 12:00,90,未分类,娱乐,未分类,,,,已完成
2017-09-09 13:30,30,未分类,阅读,未分类,,,,已完成
2017-09-09 14:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-09 15:00,60,未分类,睡觉,未分类,,,,已完成
2017-09-09 16:00,30,未分类,工作,未分类,,,,已完成
2017-09-09 16:30,150,未分类,阅读,未分类,,,,已完成
2017-09-09 19:00,180,未分类,娱乐,未分类,,,,已完成
2017-09-09 22:00,60,未分类,阅读,未分类,,,,已完成
2017-09-09 23:00,60,未分类,杂事,未分类,,,,已完成
2017-09-10 00:00,30,未分类,浪费了,未分类,,,,已完成
2017-09-10 00:30,60,未分类,阅读,未分类,,,,已完成
2017-09-10 01:30,420,未分类,睡觉,未分类,,,,已完成
2017-09-10 08:30,180,未分类,阅读,未分类,,,,已完成
2017-09-10 11:30,120,未分类,运动,未分类,,,,已完成
2017-09-10 13:30,90,未分类,阅读,未分类,,,,已完成
2017-09-10 15:00,90,未分类,睡觉,未分类,,,,已完成
2017-09-10 16:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-10 17:00,120,未分类,阅读,未分类,,,,已完成
2017-09-10 19:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-10 19:30,90,未分类,阅读,未分类,,,,已完成
2017-09-10 21:00,90,未分类,娱乐,未分类,,,,已完成
2017-09-10 22:30,30,未分类,工作,未分类,,,,已完成
2017-09-10 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-10 23:30,30,未分类,运动,未分类,,,,已完成
2017-09-11 00:00,30,未分类,浪费了,未分类,,,,已完成
2017-09-11 00:30,60,未分类,阅读,未分类,,,,已完成
2017-09-11 01:30,360,未分类,睡觉,未分类,,,,已完成
2017-09-11 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-11 08:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-11 08:30,30,未分类,学习,未分类,,,,已完成
2017-09-11 09:00,60,未分类,阅读,未分类,,,,已完成
2017-09-11 10:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-11 10:30,60,未分类,阅读,未分类,,,,已完成
2017-09-11 11:30,90,未分类,运动,未分类,,,,已完成
2017-09-11 13:00,90,未分类,工作,未分类,,,,已完成
2017-09-11 14:30,150,未分类,阅读,未分类,,,,已完成
2017-09-11 17:00,60,未分类,工作,未分类,,,,已完成
2017-09-11 18:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-11 18:30,120,未分类,阅读,未分类,,,,已完成
2017-09-11 20:30,90,未分类,娱乐,未分类,,,,已完成
2017-09-11 22:00,60,未分类,工作,未分类,,,,已完成
2017-09-11 23:00,30,未分类,运动,未分类,,,,已完成
2017-09-11 23:30,30,未分类,杂事,未分类,洗澡,,,已完成
2017-09-12 00:00,60,未分类,浪费了,未分类,,,,已完成
2017-09-12 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-09-12 07:30,120,未分类,阅读,未分类,,,,已完成
2017-09-12 09:30,30,未分类,工作,未分类,,,,已完成
2017-09-12 10:00,30,未分类,睡觉,未分类,,,,已完成
2017-09-12 10:30,60,未分类,阅读,未分类,,,,已完成
2017-09-12 11:30,30,未分类,杂事,未分类,,,,已完成
2017-09-12 12:00,90,未分类,阅读,未分类,,,,已完成
2017-09-12 13:30,90,未分类,睡觉,未分类,,,,已完成
2017-09-12 15:00,60,未分类,工作,未分类,,,,已完成
2017-09-12 16:00,60,未分类,阅读,未分类,,,,已完成
2017-09-12 17:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-12 17:30,30,未分类,娱乐,未分类,,,,已完成
2017-09-12 18:00,60,未分类,阅读,未分类,,,,已完成
2017-09-12 19:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-12 19:30,150,未分类,阅读,未分类,,,,已完成
2017-09-12 22:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-12 23:00,30,未分类,阅读,未分类,,,,已完成
2017-09-12 23:30,30,未分类,杂事,未分类,洗澡,,,已完成
2017-09-13 00:00,30,未分类,浪费了,未分类,,,,已完成
2017-09-13 00:30,60,未分类,阅读,未分类,,,,已完成
2017-09-13 01:30,360,未分类,睡觉,未分类,,,,已完成
2017-09-13 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-13 08:00,30,未分类,阅读,未分类,,,,已完成
2017-09-13 08:30,30,未分类,娱乐,未分类,,,,已完成
2017-09-13 09:00,30,未分类,阅读,未分类,,,,已完成
2017-09-13 09:30,120,未分类,学习,未分类,,,,已完成
2017-09-13 11:30,210,未分类,娱乐,未分类,,,,已完成
2017-09-13 15:00,30,未分类,学习,未分类,,,,已完成
2017-09-13 15:30,60,未分类,睡觉,未分类,,,,已完成
2017-09-13 16:30,60,未分类,学习,未分类,,,,已完成
2017-09-13 17:30,90,未分类,运动,未分类,,,,已完成
2017-09-13 19:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-13 19:30,210,未分类,学习,未分类,,,,已完成
2017-09-13 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-13 23:30,30,未分类,运动,未分类,,,,已完成
2017-09-14 00:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-14 00:30,30,未分类,阅读,未分类,,,,已完成
2017-09-14 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-09-14 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-14 08:00,30,未分类,阅读,未分类,,,,已完成
2017-09-14 08:30,60,未分类,学习,未分类,,,,已完成
2017-09-14 09:30,30,未分类,睡觉,未分类,,,,已完成
2017-09-14 10:00,90,未分类,学习,未分类,,,,已完成
2017-09-14 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-14 12:00,30,未分类,学习,未分类,,,,已完成
2017-09-14 12:30,90,未分类,睡觉,未分类,,,,已完成
2017-09-14 14:00,300,未分类,学习,未分类,,,,已完成
2017-09-14 19:00,210,未分类,娱乐,未分类,,,,已完成
2017-09-14 22:30,30,未分类,学习,未分类,,,,已完成
2017-09-14 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-14 23:30,30,未分类,阅读,未分类,,,,已完成
2017-09-15 00:00,450,未分类,睡觉,未分类,,,,已完成
2017-09-15 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-15 08:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-15 09:00,150,未分类,学习,未分类,,,,已完成
2017-09-15 11:30,120,未分类,运动,未分类,,,,已完成
2017-09-15 13:30,60,未分类,学习,未分类,,,,已完成
2017-09-15 14:30,30,未分类,阅读,未分类,,,,已完成
2017-09-15 15:00,120,未分类,学习,未分类,,,,已完成
2017-09-15 17:00,30,未分类,阅读,未分类,,,,已完成
2017-09-15 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-15 18:00,90,未分类,学习,未分类,,,,已完成
2017-09-15 19:30,90,未分类,娱乐,未分类,,,,已完成
2017-09-15 21:00,120,未分类,学习,未分类,,,,已完成
2017-09-15 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-15 23:30,30,未分类,运动,未分类,,,,已完成
2017-09-16 00:00,30,未分类,浪费了,未分类,,,,已完成
2017-09-16 00:30,60,未分类,阅读,未分类,,,,已完成
2017-09-16 01:30,330,未分类,睡觉,未分类,,,,已完成
2017-09-16 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-16 07:30,30,未分类,学习,未分类,,,,已完成
2017-09-16 08:00,150,未分类,娱乐,未分类,,,,已完成
2017-09-16 10:30,120,未分类,阅读,未分类,,,,已完成
2017-09-16 12:30,90,未分类,睡觉,未分类,,,,已完成
2017-09-16 14:00,60,未分类,学习,未分类,,,,已完成
2017-09-16 15:00,270,未分类,阅读,未分类,,,,已完成
2017-09-16 19:30,150,未分类,娱乐,未分类,,,,已完成
2017-09-16 22:00,60,未分类,阅读,未分类,,,,已完成
2017-09-16 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-16 23:30,90,未分类,阅读,未分类,,,,已完成
2017-09-17 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-09-17 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-17 08:00,60,未分类,阅读,未分类,,,,已完成
2017-09-17 09:00,60,未分类,学习,未分类,,,,已完成
2017-09-17 10:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-17 10:30,90,未分类,学习,未分类,,,,已完成
2017-09-17 12:00,90,未分类,运动,未分类,,,,已完成
2017-09-17 13:30,90,未分类,娱乐,未分类,,,,已完成
2017-09-17 15:00,180,未分类,学习,未分类,,,,已完成
2017-09-17 18:00,90,未分类,娱乐,未分类,,,,已完成
2017-09-17 19:30,180,未分类,学习,未分类,,,,已完成
2017-09-17 22:30,30,未分类,娱乐,未分类,,,,已完成
2017-09-17 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-17 23:30,30,未分类,运动,未分类,,,,已完成
2017-09-18 00:00,60,未分类,阅读,未分类,,,,已完成
2017-09-18 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-09-18 07:30,240,未分类,工作,未分类,,,,已完成
2017-09-18 11:30,120,未分类,运动,未分类,,,,已完成
2017-09-18 13:30,30,未分类,阅读,未分类,,,,已完成
2017-09-18 14:00,60,未分类,睡觉,未分类,,,,已完成
2017-09-18 15:00,60,未分类,工作,未分类,,,,已完成
2017-09-18 16:00,30,未分类,学习,未分类,,,,已完成
2017-09-18 16:30,30,未分类,杂事,未分类,,,,已完成
2017-09-18 17:00,60,未分类,学习,未分类,,,,已完成
2017-09-18 18:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-18 18:30,210,未分类,学习,未分类,,,,已完成
2017-09-18 22:00,30,未分类,阅读,未分类,,,,已完成
2017-09-18 22:30,30,未分类,娱乐,未分类,,,,已完成
2017-09-18 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-18 23:30,30,未分类,运动,未分类,,,,已完成
2017-09-19 00:00,30,未分类,学习,未分类,,,,已完成
2017-09-19 00:30,60,未分类,阅读,未分类,,,,已完成
